OID,SUMACCIDEN,ID,CITY,MainUse,POP_2018,TAZAREA,USETYPE,CITYCODE,USETYPECOD,DEAD,SEVER_INJ,SLIGH_INJ,PEDESTRINJ,INJ0_19,INJ20_64,INJ65_,INJTOTAL,TOTDRIVERS,MOTORCYCLE,TRUCK,BICYCLE,PRIVATE,VEHICLE,ACC_INDEX,YEARMONTH,Shape_Length,Shape_Area
-1,0,1086,ירושלים,מגורים,3850,227591,מגורים,3000,1,,,,,,,,,,,,,,,0.000000000000000,202308,2304.053722076948816,227590.687140480236849
-1,26,37,תל אביב -יפו,מגורים,2653,406552,מגורים,5000,1,0,6,39,4,10,30,5,45,51,5,1,1,22,32,63.952503363928265,202308,2733.373688933894300,406551.716232972743455
-1,0,1712,חיפה,שטח פתוח,0,213786,פנאי/טבע/ספורט,4000,3,,,,,,,,,,,,,,,0.000000000000000,202308,1916.106152189496470,213785.936811918159947
-1,21,679,נתניה,מגורים,1730,337960,מגורים,7400,1,0,1,34,7,4,22,9,35,37,0,0,1,25,26,62.137496835554479,202308,2655.678628448804830,337960.186191214597784
-1,8,2291,חיפה,מגורים,3349,463716,מגורים,4000,1,0,0,8,6,0,7,1,8,10,0,0,0,4,6,17.251929900157116,202308,3760.806301628236724,463716.236171765543986
-1,1,1305,צור הדסה,מגורים,5453,2091157,מגורים,0,1,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0.478204080420631,202308,8178.807350418705028,2091157.396901326486841
-1,26,256,גבעתיים,מגורים,4670,242153,מגורים,6300,1,0,2,30,8,4,20,8,32,50,9,1,1,19,33,107.370148281178771,202308,2083.795119966817765,242152.967246647807769
-1,4,1947,כפר כנא,מגורים,9617,2107919,מגורים,509,1,0,0,11,0,3,6,2,11,10,0,1,0,7,8,1.897606005460325,202308,9657.258391411955017,2107919.129940607585013
-1,11,898,כפר קאסם,שטח פתוח,0,3875782,פנאי/טבע/ספורט,634,3,2,4,19,0,4,20,1,25,24,2,2,1,13,22,2.838137233485301,202308,8719.871715254210358,3875781.576105020474643
-1,0,1565,ג'לבוע,לא ידוע,0,64462047,עתידי/לא ידוע,0,5,,,,,,,,,,,,,,,0.000000000000000,202308,35365.531534305140667,64462047.579532049596310
-1,14,2526,אורים,מגורים,493,19853533,מגורים,0,1,4,6,35,0,12,30,3,45,28,0,3,0,13,19,0.705164176618261,202308,33127.559672718365618,19853532.644184309989214
-1,20,516,ראשון לציון,תעשיה,0,649714,תעשיה/מסחר/מתקנים,8300,4,1,2,35,2,8,25,5,38,40,5,0,1,32,40,30.782796727517770,202308,3399.530994222550817,649713.545427187578753
-1,13,2128,ג'ש (גוש חלב),מגורים,3090,8040072,מגורים,0,1,1,3,30,1,9,24,1,34,24,1,1,0,12,23,1.616900891508298,202308,17800.068980009840743,8040072.256916857324541
-1,9,1158,ירושלים,אוניברסיטה,436,349405,מוסדי/ציבורי,3000,2,0,1,18,0,3,14,2,19,19,1,1,0,13,15,25.758086928324634,202308,3371.950821410574463,349404.830608877120540
-1,14,365,הוד השרון,מגורים,2750,842128,מגורים,9700,1,0,2,18,5,5,14,1,20,26,2,0,0,13,17,16.624554753727029,202308,3643.633742093921228,842127.816798303392716
-1,4,2040,מעלות-תרשיחא,מגורים,4094,571641,מגורים,1063,1,0,0,4,4,0,2,2,4,4,0,0,0,3,4,6.997402894917457,202308,3217.533990219291354,571640.658694297540933
-1,59,1007,רמת השרון,שטח פתוח,0,692829,פנאי/טבע/ספורט,2650,3,1,13,68,2,10,58,13,82,108,24,4,1,51,87,85.158143949502531,202308,3494.855339623893087,692828.627582420012914
-1,14,1658,עמנואל,מגורים,3693,7842593,מגורים,0,1,2,5,25,1,10,20,2,32,29,0,2,0,18,27,1.785123951647806,202308,11763.613742281906525,7842592.659785292111337
-1,12,2363,באר שבע,מגורים,3636,361945,מגורים,9000,1,0,2,22,3,6,15,3,24,22,0,0,0,15,18,33.154173760263461,202308,2740.363539787550508,361945.379389380454086
-1,16,609,רמלה,מגורים+ תעשיה,3311,616673,מגורים,8500,1,1,5,26,1,3,28,1,32,36,3,0,1,25,36,25.945685039157180,202308,3669.579794902973845,616672.867794888792560
-1,6,1251,ירושלים,מגורים,4926,287625,מגורים,3000,1,0,0,6,4,2,3,1,6,8,0,0,0,5,5,20.860515395898332,202308,3540.803674833786772,287624.724803287477698
-1,0,2623,מועצה אזורית רמת הנגב,שטח פתוח,0,478686202,פנאי/טבע/ספורט,0,3,,,,,,,,,,,,,,,0.000000000000000,202308,102293.141618331312202,478686202.800804436206818
-1,13,202,רמת גן,מגורים,3066,235648,מגורים,8600,1,0,4,10,1,1,11,2,14,44,3,0,2,27,36,55.166926630623159,202308,2491.473970575408202,235648.436372812197078
-1,4,1893,נופית,מגורים,2673,7584170,מגורים,0,1,0,1,8,0,1,8,0,9,7,2,0,0,2,5,0.527414319794242,202308,13781.551102960955177,7584170.262120499275625
-1,12,844,אבן יהודה,מגורים,6850,3585743,מגורים,182,1,0,5,13,6,5,9,4,18,22,4,0,0,17,22,3.346587116834797,202308,9780.297606796315449,3585742.603153747506440
-1,0,2200,דחי,מגורים,691,239008,מגורים,0,1,,,,,,,,,,,,,,,0.000000000000000,202308,2610.896759785664926,239007.588296065310715
-1,0,1486,מבשרת ציון,מגורים,2273,360505,מגורים,1015,1,,,,,,,,,,,,,,,0.000000000000000,202308,2904.390842350120693,360505.394665806845296
-1,108,437,פתח תקווה,מגורים,4607,290879,מגורים,7900,1,2,10,110,62,7,73,35,122,161,14,2,8,84,132,371.289000186915416,202308,2264.964008687672958,290878.533825753838755
-1,3,1088,ירושלים,מגורים,5351,249393,מגורים,3000,1,0,0,4,1,0,4,0,4,5,0,0,0,2,2,12.029187795650936,202308,2432.872049099828928,249393.396375824144343
-1,28,55,תל אביב -יפו,מגורים,3977,221912,מגורים,5000,1,0,6,26,8,4,21,7,32,49,9,0,1,9,27,126.176253142311836,202308,2050.836746321683677,221911.804342607356375
-1,14,1730,חיפה,מגורים+ בית חולים,3339,319372,מגורים,4000,1,0,2,21,3,6,12,5,23,27,1,0,1,21,25,43.835981724697859,202308,4533.597464354986187,319372.338640067144297
-1,0,2435,באר שבע,שטח פתוח,0,2597148,פנאי/טבע/ספורט,9000,3,,,,,,,,,,,,,,,0.000000000000000,202308,8422.843530601739985,2597147.790858697611839
-1,3,681,נתניה,מגורים,3925,244942,מגורים,7400,1,0,0,3,2,0,1,2,3,4,0,0,0,3,4,12.247782545890143,202308,2255.079832383633402,244942.297820814739680
-1,52,2053,ראמה,מגורים,7651,6414194,מגורים,543,1,2,10,141,2,37,109,7,153,109,3,7,0,61,80,8.107019969975745,202308,15474.442095369411618,6414194.141938887536526
-1,0,1323,גבעת זאב גולדשטיין,מגורים עתידי,0,726749,עתידי/לא ידוע,0,5,,,,,,,,,,,,,,,0.000000000000000,202308,3872.493879433382972,726748.798473279573955
-1,13,274,גני תקווה,מגורים,8056,1210776,מגורים,229,1,0,1,14,6,3,4,8,15,17,2,0,0,10,14,10.736914386331064,202308,5315.619736902288423,1210776.162707418203354
-1,33,1965,שעב,מגורים,6941,10794694,מגורים,538,1,2,8,94,0,20,82,2,104,65,4,4,0,40,54,3.057057527155416,202308,22103.326832216254843,10794693.821383994072676
-1,3,916,בית עריף,מגורים,1156,5393539,מגורים,0,1,0,1,2,0,0,2,1,3,5,0,0,0,1,2,0.556221093325219,202308,11356.341757962340125,5393538.713293491862714
-1,35,1583,עזון,לא ידוע,0,30664176,עתידי/לא ידוע,0,5,6,9,78,0,19,68,6,93,80,4,4,0,33,61,1.141397061401229,202308,30977.901033366630145,30664175.669974524527788
-1,7,2528,קריית מלאכי,תעשיה+מגורים,5257,457616,מגורים,1034,1,1,0,8,5,0,7,2,9,9,0,0,0,7,8,15.296665380694899,202308,2763.456304590789841,457616.076823797484394
-1,18,534,ראשון לציון,מגורים,5791,478804,מגורים,8300,1,0,7,21,6,6,20,2,28,33,4,2,0,14,23,37.593659600459674,202308,3238.831859338969480,478804.143871641193982
-1,63,2146,ראש פינה,מגורים,3120,12785703,מגורים,26,1,1,7,152,1,22,115,21,160,141,2,3,0,89,111,4.927378675120547,202308,36192.532903170045756,12785702.937365315854549
-1,32,1160,ירושלים,מגורים,5524,253503,מגורים,3000,1,0,5,40,13,7,34,4,45,53,5,0,4,25,42,126.231428863381268,202308,2502.607521271251699,253502.636293796618702
-1,0,383,רעננה,שטח פתוח,0,1014590,פנאי/טבע/ספורט,8700,3,,,,,,,,,,,,,,,0.000000000000000,202308,4375.347105391500008,1014589.889648130047135
-1,7,1802,קריית ביאליק,מגורים,5234,403553,מגורים,9500,1,0,1,9,3,0,6,4,10,9,0,0,0,3,4,17.345943231139024,202308,2662.887499368127010,403552.571729496237822
-1,80,1009,רמת השרון,מתחם ציבורי,0,975744,מוסדי/ציבורי,2650,2,3,16,136,1,16,118,20,155,166,15,4,1,83,119,81.988676022302627,202308,4190.177845025919851,975744.503768280497752
-1,10,2381,באר שבע,שטח לדרכים,0,160045,עתידי/לא ידוע,9000,5,0,2,26,1,0,25,3,28,19,0,0,0,7,15,62.482430541712965,202308,1712.009407349923094,160044.990460543136578
-1,9,627,כפר סבא,מגורים,6383,806822,מגורים,6900,1,0,0,11,7,2,7,2,11,10,2,0,0,7,9,11.154880061809763,202308,4666.219348899792749,806821.763222064124420
-1,23,1269,ירושלים,מגורים+ בית חולים,4155,228142,מגורים,3000,1,0,5,23,12,3,18,7,28,35,7,0,0,17,32,100.814371736959060,202308,2227.832295464590516,228142.075417686515721
-1,9,2625,גבים ומכללת ספיר,מגורים + מכללה אקדמאית,624,1524792,מגורים,0,1,0,0,17,1,3,11,3,17,18,0,1,0,12,14,5.902444416885238,202308,5439.949865480052722,1524791.995372887235135
-1,24,220,רמת גן,מסחר,709,235500,תעשיה/מסחר/מתקנים,8600,4,0,1,26,8,0,20,7,27,40,4,1,3,22,32,101.910728514123875,202308,2157.999189173558989,235500.229955414601136
-1,3,1911,יפיע,מגורים,5871,1799373,מגורים,499,1,0,1,10,0,4,6,1,11,8,1,0,0,4,8,1.667247135891775,202308,7306.342479491088852,1799373.311500915093347
-1,0,862,טייבה,מגורים,4313,1248211,מגורים,2730,1,,,,,,,,,,,,,,,0.000000000000000,202308,4515.788227532751989,1248210.712184816831723
-1,29,2218,אום אל-פחם,מגורים,2208,4909829,מגורים,2710,1,0,3,64,4,15,49,3,67,65,2,2,0,41,50,5.906519115868418,202308,13394.408677222540064,4909829.195691380649805
-1,3,1488,מוצא עילית,מגורים,1169,554671,מגורים,0,1,1,0,6,0,3,4,0,7,6,1,0,0,3,4,5.408614495790903,202308,3098.916335308805174,554670.702142787748016
-1,0,455,פתח תקווה,בסיס צבאי,0,1678130,מוסדי/ציבורי,7900,2,,,,,,,,,,,,,,,0.000000000000000,202308,6128.139593914943362,1678129.928980888100341
-1,2,1106,ירושלים,מגורים,3632,277173,מגורים,3000,1,0,0,3,1,1,2,0,3,3,0,0,0,2,3,7.215697046954292,202308,2364.665943090158180,277173.499245535756927
-1,16,57,תל אביב -יפו,מגורים,3219,317340,מגורים,5000,1,3,6,13,9,3,12,4,22,29,2,2,2,11,27,50.419089907605795,202308,2427.442324687247492,317340.119175502506550
-1,32,1748,חיפה,תעשיה,0,1068068,תעשיה/מסחר/מתקנים,4000,4,0,7,33,9,6,30,4,40,56,3,4,0,29,45,29.960629388315652,202308,5275.590327815841192,1068068.350142193026841
-1,6,2453,שדרות,מגורים,3112,327224,מגורים,1031,1,0,1,10,3,3,6,2,11,9,0,0,0,6,7,18.336058155464606,202308,2385.674948828818287,327224.093048147798982
-1,18,699,נתניה,תעשיה+מגורים,4542,508666,מגורים,7400,1,0,4,17,16,9,6,5,21,22,1,0,1,9,14,35.386671082392660,202308,2893.963529198336801,508666.100806420843583
-1,0,2071,כרמיאל,שטח פתוח,0,732656,פנאי/טבע/ספורט,1139,3,,,,,,,,,,,,,,,0.000000000000000,202308,4023.571550359476532,732655.668524098116904
-1,0,1341,אל-מסאייף,לא ידוע,0,742806,עתידי/לא ידוע,0,5,,,,,,,,,,,,,,,0.000000000000000,202308,4144.366093943787746,742805.737383791478351
-1,8,292,אזור,מגורים,2191,406102,מגורים,565,1,2,0,7,1,1,8,0,9,16,3,2,0,3,11,19.699482285874794,202308,3152.556749106749066,406102.042881414934527
-1,3,1983,עכו,מגורים,3323,441855,מגורים,7600,1,0,0,4,0,0,3,1,4,5,0,0,1,2,3,6.789560098404498,202308,3170.891718096188015,441854.841332795680501
-1,12,934,בית עוזיאל פדיה פתחיה,מגורים,2303,11729736,מגורים,0,1,2,7,15,0,3,17,4,24,26,3,0,0,17,24,1.023040948401933,202308,17077.076502012288984,11729735.763504782691598
-1,16,1585,קלקיליה,לא ידוע,0,9855242,עתידי/לא ידוע,0,5,1,2,41,0,11,31,2,44,34,2,1,0,11,17,1.623501522589007,202308,14330.819935799494488,9855241.758248992264271
-1,7,2546,מועצה אזורית רמת נגב,כרייה,0,109472725,תעשיה/מסחר/מתקנים,0,4,1,3,9,0,4,9,0,13,14,0,2,1,4,8,0.063942867798348,202308,53081.360881275242718,109472725.278375595808029
-1,9,536,ראשון לציון,מגורים,3933,1408955,מגורים,8300,1,0,4,11,1,3,12,0,15,19,4,0,1,7,15,6.387710707510482,202308,4743.146811438064105,1408955.479060450568795
-1,6,2164,טורעאן,מגורים,4913,7173891,מגורים,498,1,0,2,18,0,8,12,0,20,12,0,1,0,8,10,0.836366213752074,202308,18736.238879364325840,7173890.935984881594777
-1,3,1178,ירושלים,לא ידוע,0,454261,עתידי/לא ידוע,3000,5,0,1,4,1,0,4,0,5,6,0,0,0,4,6,6.604139944315661,202308,3829.631464375667747,454260.513147085963283
-1,8,129,הרצלייה,מגורים,4404,743210,מגורים,6400,1,0,0,9,1,1,5,3,9,15,2,0,2,5,12,10.764124768862789,202308,4138.114531467220331,743209.519750409410335
-1,7,1820,קריית אתא,מגורים,4545,532269,מגורים,6800,1,0,1,10,1,1,8,2,11,14,1,0,0,10,12,13.151247183782475,202308,2978.167447075536074,532268.909722272190265
-1,29,771,אשדוד,מגורים,3888,201564,מגורים,70,1,0,5,53,4,12,38,8,58,59,7,0,1,38,53,143.874799856494604,202308,1821.426893469395054,201564.137909665500047
-1,14,2399,באר שבע,מגורים,4811,747987,מגורים,9000,1,0,1,21,1,1,15,6,22,28,5,0,0,15,26,18.716899523829010,202308,5086.373812840267419,747987.132279906072654
-1,0,1413,בית שמש,שטח פתוח,0,630278,פנאי/טבע/ספורט,2610,3,,,,,,,,,,,,,,,0.000000000000000,202308,4166.877800895323162,630278.225305430474691
-1,4,1031,חולון,שטח פתוח,0,701870,פנאי/טבע/ספורט,6600,3,0,4,2,0,0,3,2,6,6,1,0,1,3,6,5.699057421070893,202308,3909.833287854544324,701870.450578539981507
-1,46,238,בני ברק,מגורים,9181,302064,מגורים,6100,1,0,8,43,28,18,28,4,51,65,11,3,3,26,54,152.285718296468787,202308,2657.306812405013716,302063.781913202896249
-1,15,1913,נצרת,מגורים+ בית חולים,9122,1245939,מגורים,7300,1,0,1,33,1,10,22,2,34,31,0,1,1,13,17,12.039113330046742,202308,7487.964990605159983,1245938.931612479500473
-1,0,864,טירה,מגורים,3520,4346658,מגורים,2720,1,,,,,,,,,,,,,,,0.000000000000000,202308,11147.171002965822481,4346658.491378005594015
-1,5,2236,מצפה אילן  אום אל-קוטוף,מגורים,1548,4686217,מגורים,0,1,0,0,12,0,2,10,0,12,10,1,0,0,4,6,1.066958671017528,202308,15505.854453052817917,4686217.128946187905967
-1,6,1506,מעלה אדומים שטח קיי,לא ידוע,0,4232161,עתידי/לא ידוע,0,5,1,1,12,0,2,12,0,14,18,2,2,0,9,16,1.417715287685531,202308,11231.470185503785615,4232161.458733513019979
-1,10,457,פתח תקווה,מגורים,5344,465401,מגורים,7900,1,0,2,8,1,2,7,1,10,19,2,0,2,9,15,21.486831636750441,202308,2865.733452694908465,465401.329011965484824
-1,5,1124,ירושלים,מגורים,2263,323361,מגורים,3000,1,0,0,12,1,5,6,1,12,9,0,0,0,3,4,15.462578192023582,202308,3333.528864638784398,323361.339739530987572
-1,78,75,תל אביב -יפו,מגורים,2087,233326,מגורים,5000,1,1,12,76,21,7,67,11,89,135,20,2,14,36,107,334.296747676952464,202308,2413.257703642845627,233325.632217562786536
-1,19,1766,טירת כרמל,מגורים,1933,235603,מגורים,2100,1,0,4,29,10,10,18,5,33,28,3,1,0,13,20,80.644246919541089,202308,2291.747058630680840,235602.671309663710417
-1,7,2471,קריית גת,מגורים,2940,233655,מגורים,2630,1,2,1,6,5,3,4,2,9,9,0,0,0,7,8,29.958655034264673,202308,1982.854609874405696,233655.349080053041689
-1,2,717,ראש העין,מיועד למגורים,0,17328300,עתידי/לא ידוע,2640,5,0,1,2,0,2,1,0,3,3,0,0,0,0,1,0.115418130242037,202308,29599.240778226463590,17328300.118932034820318
-1,7,2073,כרמיאל,מגורים,3674,449461,מגורים,1139,1,0,1,15,3,7,8,1,16,11,0,0,1,8,11,15.574206045588083,202308,3725.347048030580481,449461.114069630857557
-1,0,1359,עראבי,לא ידוע,0,581880,עתידי/לא ידוע,0,5,,,,,,,,,,,,,,,0.000000000000000,202308,3830.250634152496787,581880.095523464842699
-1,30,310,בת ים,מגורים,8568,380148,מגורים,6200,1,0,3,32,17,8,20,7,35,50,4,0,2,32,44,78.916608554668372,202308,2592.693808935805919,380148.115199577005114
-1,22,1985,עכו,מגורים,4018,312055,מגורים,7600,1,1,4,22,16,7,12,8,27,33,1,0,4,14,25,70.500446407976554,202308,2474.723104300072919,312054.761649152904283
-1,7,936,חולדה משמר דוד,מגורים,1967,18503788,מגורים,0,1,0,2,9,0,1,8,2,11,11,2,1,0,6,10,0.378300921712574,202308,22025.714454746877891,18503787.853095624595881
-1,4,1603,סינג'יל,לא ידוע,0,57021631,עתידי/לא ידוע,0,5,0,0,21,0,5,15,1,21,16,0,0,0,9,10,0.070148817217223,202308,40033.932085323212959,57021631.421291373670101
-1,0,2308,עכו,שטח פתוח,0,611596,פנאי/טבע/ספורט,7600,3,,,,,,,,,,,,,,,0.000000000000000,202308,3365.344291326925486,611596.088987125665881
-1,44,554,ראשון לציון,מגורים,19049,902878,מגורים,8300,1,0,12,47,30,18,22,17,59,66,5,0,3,35,50,48.733076081909971,202308,4775.701563244948375,902877.543088914128020
-1,3,1196,ירושלים,מגורים,4775,406078,מגורים,3000,1,0,0,7,1,1,4,2,7,7,0,0,0,7,7,7.387736229996269,202308,3983.656295184895953,406078.385394860699307
-1,45,147,הרצלייה,שטח פתוח,0,1095926,פנאי/טבע/ספורט,6400,3,3,8,67,3,16,57,5,78,101,14,2,0,45,71,41.061161017419522,202308,6455.590543867051565,1095926.147361237322912
-1,33,1838,קריית אתא,מגורים,8390,677108,מגורים,6800,1,0,2,57,11,8,41,10,59,62,0,3,0,40,51,48.736675503415746,202308,4843.849925167290166,677108.146157551789656
-1,18,789,אשדוד,ציבורי+מגורים,3912,914122,מגורים,70,1,0,1,23,2,2,20,1,24,32,5,0,1,21,30,19.691034730355206,202308,4478.633773981152444,914121.591195593820885
-1,10,2401,באר שבע,אתר מורשת,0,1489704,פנאי/טבע/ספורט,9000,3,0,2,24,0,5,16,5,26,21,0,0,0,14,15,6.712744081765423,202308,4918.276031056585452,1489703.745322887785733
-1,0,1431,שמורת טבע נחל דולב,שמורת טבע,0,440871,פנאי/טבע/ספורט,0,3,,,,,,,,,,,,,,,0.000000000000000,202308,3103.402080469879365,440870.686189437576104
-1,11,1033,לוד,מגורים,5348,1202298,מגורים,7000,1,0,4,19,3,7,14,2,23,19,1,1,1,6,11,9.149148643736039,202308,6973.500346774198988,1202297.659414588939399
-1,52,240,בני ברק,מגורים,4087,386487,מגורים,6100,1,0,11,58,27,19,44,2,69,77,12,3,2,31,59,134.545259982207256,202308,2988.653429130511540,386487.045376973284874
-1,30,1675,חיפה,מסחר,0,580401,תעשיה/מסחר/מתקנים,4000,4,0,3,62,6,17,38,9,65,57,3,1,0,47,54,51.688425481612825,202308,3417.369158092154521,580400.732281387201510
-1,15,882,צור נתן צור יצחק,מגורים,6362,3745628,מגורים,0,1,1,2,40,2,14,26,3,43,29,3,2,1,19,27,4.004668685994806,202308,10718.567285444956724,3745628.209509128239006
-1,42,2254,עין שמר גן השומרון שער מנשה,מגורים+מוסדי,1983,10767262,מגורים,0,1,1,3,86,1,26,55,9,90,89,6,2,2,55,72,3.900713266071089,202308,19410.875326011559082,10767261.558372274041176
-1,0,1524,איסטיח,לא ידוע,0,2453207,עתידי/לא ידוע,0,5,,,,,,,,,,,,,,,0.000000000000000,202308,8763.336746059581856,2453206.953675553202629
-1,16,475,לוד,מגורים,8291,503477,מגורים,7000,1,1,3,16,7,9,7,4,20,25,2,0,3,14,23,31.779038129102805,202308,2985.594826388462934,503476.534909576759674
-1,1,1142,ירושלים,מגורים,3134,634321,מגורים,3000,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1.576487779092896,202308,3762.122346114426819,634321.441156617016532
-1,8,93,תל אביב -יפו,מגורים,4143,266258,מגורים,5000,1,0,0,8,2,3,3,2,8,14,3,0,2,1,8,30.046023786995065,202308,2346.154581321971364,266258.192988007620443
-1,3,1768,טירת כרמל,מגורים+ בית עלמין+ בית חולים,2534,913964,מגורים,2100,1,0,0,5,1,2,3,0,5,7,0,0,0,4,4,3.282403702904685,202308,5613.398520762545559,913964.360125849838369
-1,1,2473,קריית גת,מגורים,1116,202486,מגורים,2630,1,0,0,2,0,0,2,0,2,2,0,0,0,1,2,4.938606052523108,202308,2159.391701178019048,202486.286487480683718
-1,14,735,מודיעין-מכבים-רעות*,מגורים,8110,474855,מגורים,1200,1,0,3,18,3,2,17,2,21,26,2,0,0,14,20,29.482715093658861,202308,2765.345845557103530,474854.502223613671958
-1,14,2091,כפר מנדא,מגורים,2745,4260422,מגורים,510,1,0,4,44,2,11,33,4,48,29,0,0,0,23,28,3.286059134410821,202308,10675.291783984313952,4260422.417051284573972
-1,0,1361,כפר עקב מזרח,לא ידוע,0,1466106,עתידי/לא ידוע,0,5,,,,,,,,,,,,,,,0.000000000000000,202308,5492.728541741485969,1466106.450336090521887
-1,0,312,חולון,תיירות ונופש,0,299841,פנאי/טבע/ספורט,6600,3,,,,,,,,,,,,,,,0.000000000000000,202308,2396.468575167227300,299841.207160676014610
-1,24,2003,כפר ראש הנקרה לימן,מגורים,2055,9417931,מגורים,0,1,1,4,42,0,6,38,3,47,41,5,3,0,24,36,2.548330446619419,202308,15134.867424331900111,9417930.877778459340334
-1,13,954,גן הדרום,מגורים,614,2251758,מגורים,0,1,0,2,33,0,7,24,4,35,30,0,2,0,21,23,5.773266468711482,202308,6803.230555926357738,2251758.180651140399277
-1,4,1621,אריאל,שטח פתוח,0,16429323,פנאי/טבע/ספורט,0,3,1,3,8,0,2,8,2,12,9,0,1,0,8,9,0.243467118930883,202308,23808.644862718607328,16429323.259604269638658
-1,35,2326,אילנייה שדה אילן,מגורים,1077,28157069,מגורים,0,1,3,6,93,1,21,74,7,102,76,0,4,0,44,54,1.243027108512221,202308,32363.093358436824929,28157068.949116881936789
-1,46,572,רחובות,מגורים,5370,288606,מגורים,8400,1,0,11,58,23,22,36,11,69,74,11,0,3,37,58,159.386841003271684,202308,2143.977476187969387,288606.008566640550271
-1,1,1214,חניוני הדסה עין כרם,מתקן תחבורה,0,497652,תעשיה/מסחר/מתקנים,0,4,0,0,1,0,0,1,0,1,3,0,0,0,1,3,2.009436269555316,202308,3979.749910377902779,497652.010740951693151
-1,4,165,הרצלייה,שטח פתוח,0,1035655,פנאי/טבע/ספורט,6400,3,0,2,12,0,1,13,0,14,9,1,0,0,2,7,3.862291902589359,202308,4487.129739078321109,1035654.502788439742289
-1,0,1840,קריית אתא,שטח פתוח,0,926399,פנאי/טבע/ספורט,6800,3,,,,,,,,,,,,,,,0.000000000000000,202308,4065.675106327510548,926398.925262685748748
-1,6,807,יבנה,תעשיה,0,403474,תעשיה/מסחר/מתקנים,2660,4,0,1,10,2,0,7,4,11,17,0,1,0,3,5,14.870841536327047,202308,3196.837051429104122,403474.140003642416559
-1,14,2419,באר שבע,מגורים,2181,314215,מגורים,9000,1,0,2,18,6,0,18,2,20,23,1,0,1,13,18,44.555439120060342,202308,2458.655398650927054,314215.284968356019817
-1,3,1433,נחם,מגורים,552,1630534,מגורים,0,1,0,1,6,0,1,6,0,7,4,0,0,0,1,2,1.839887772678765,202308,5039.938199872763107,1630534.233961554011330
-1,5,384,רעננה,מגורים,4535,805780,מגורים,8700,1,0,2,5,3,1,6,0,7,7,1,0,0,5,7,6.205170223276858,202308,5325.138244235391539,805779.667613948928192
-1,0,1051,ירושלים,מגורים,16154,1032185,מגורים,3000,1,,,,,,,,,,,,,,,0.000000000000000,202308,5795.464194893193053,1032185.068206589319743
-1,20,2,תל אביב -יפו,פנאי ונופש,0,314929,פנאי/טבע/ספורט,5000,3,0,4,27,2,4,23,4,31,43,3,1,3,17,31,63.506372109684463,202308,3388.752074338410239,314929.027365272573661
-1,46,1693,חיפה,מגורים,2139,343131,מגורים,4000,1,1,12,44,16,4,38,15,57,82,6,1,1,38,61,134.059510424613478,202308,2488.821730348914116,343131.194902188377455
-1,7,644,כפר סבא,מגורים,4986,340268,מגורים,6900,1,0,0,8,4,0,4,2,8,10,1,0,0,8,9,20.572028234361632,202308,2578.510622098138811,340267.858873917022720
-1,214,2256,מענית ברקאי,מגורים,1307,13579527,מגורים,0,1,9,37,550,5,135,435,26,596,449,11,37,0,281,363,15.759016777094523,202308,30561.809079129201564,13579527.392282845452428
-1,6,1286,מעלה אדומים,מגורים,4133,690913,מגורים,0,1,0,0,8,1,2,6,0,8,12,0,0,0,7,9,8.684161926760410,202308,4793.099742581143801,690912.957473868154921
-1,17,493,נס ציונה,מגורים,6089,804152,מגורים,7200,1,0,1,18,12,6,4,9,19,26,1,2,1,16,22,21.140294009766901,202308,3829.322804209365586,804151.540756525471807
-1,20,2635,ירושלים,מתקן תחבורה,0,103660,תעשיה/מסחר/מתקנים,3000,4,2,2,25,6,5,19,5,29,34,2,1,2,10,28,192.938042563698104,202308,1420.753422967314691,103660.220318639549077
-1,27,111,תל אביב -יפו,מגורים,3073,240614,מגורים,5000,1,2,5,29,7,5,28,3,36,47,6,0,5,18,37,112.212835006381084,202308,2274.940489186491504,240614.186411604547175
-1,35,1786,קריית ים,מגורים,3304,383053,מגורים,9600,1,0,5,48,20,6,32,15,53,55,2,1,1,36,47,91.371242833718625,202308,3044.513912114266077,383052.686102721898351
-1,4,2491,אשקלון,מגורים,4503,348688,מגורים,7100,1,0,0,4,3,1,1,2,4,6,0,0,0,4,6,11.471588965656473,202308,2702.560751010431886,348687.528116214729380
-1,1,737,מודיעין-מכבים-רעות*,מגורים,3476,709208,מגורים,1200,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1.410024133161790,202308,5340.961885454834373,709207.719556994037703
-1,13,2109,עראבה,מגורים,5025,2198034,מגורים,531,1,0,2,63,1,29,33,3,65,33,0,0,0,23,27,5.914375005651812,202308,7205.517470586262789,2198034.447862558998168
-1,2,1379,הר טוב,לא ידוע,0,1577539,עתידי/לא ידוע,0,5,1,0,4,0,0,3,1,5,3,1,0,0,1,3,1.267797637965242,202308,7560.965169182270074,1577538.828049805946648
-1,73,330,חולון,מגורים,6532,294671,מגורים,6600,1,0,6,98,17,19,73,12,104,130,18,3,1,62,97,247.733772615164810,202308,2253.146289564788276,294671.167477031180169
-1,0,2021,ג'דיידה-מכר,מגורים,3835,953606,מגורים,0,1,,,,,,,,,,,,,,,0.000000000000000,202308,4975.001386286186971,953606.235878244973719
