OID,SUMACCIDEN,ID,CITY,MainUse,POP_2018,TAZAREA,USETYPE,CITYCODE,USETYPECOD,DEAD,SEVER_INJ,SLIGH_INJ,PEDESTRINJ,INJ0_19,INJ20_64,INJ65_,INJTOTAL,TOTDRIVERS,MOTORCYCLE,TRUCK,BICYCLE,PRIVATE,VEHICLE,ACC_INDEX,YEARMONTH,Shape_Length,Shape_Area
-1,25,2138,קריית שמונה,מגורים,7569,3816748,מגורים,2800,1,0,5,36,5,6,28,7,41,48,3,2,1,31,45,6.550078584636995,202308,11848.424263186963799,3816748.101104728411883
-1,10,1152,ירושלים,מגורים,812,219270,מגורים,3000,1,0,0,11,2,2,7,1,11,18,1,1,1,6,14,45.605912520119880,202308,1988.130366825435885,219269.814973843953339
-1,8,375,רעננה,מגורים,2435,203579,מגורים,8700,1,0,2,8,4,2,6,2,10,11,0,0,1,8,9,39.296851697434349,202308,1881.801689091491426,203578.649546683969675
-1,33,1794,קריית מוצקין,מגורים,6962,646441,מגורים,8200,1,2,6,53,8,4,44,12,61,61,1,1,1,39,52,51.048769202537230,202308,3518.691770317231203,646440.658913277671672
-1,44,1001,תל אביב -יפו,תעשיה ומסחר,0,243547,תעשיה/מסחר/מתקנים,5000,4,2,9,39,6,1,44,5,50,89,16,2,6,25,69,180.663085158046101,202308,2214.997745278257753,243547.263468396471580
-1,6,2373,באר שבע,שטח פתוח,0,3946218,פנאי/טבע/ספורט,9000,3,0,7,7,0,1,11,2,14,12,0,0,0,10,10,1.520443124884766,202308,9202.543495698308107,3946217.981981232762337
-1,14,619,רמלה,מגורים,6633,516183,מגורים,8500,1,1,2,14,11,7,10,0,17,24,1,2,0,6,9,27.122166055132119,202308,3631.886969302349371,516182.961624146730173
-1,3,1261,רמת רחל,מגורים,545,905655,מגורים,0,1,0,1,2,1,0,3,0,3,6,0,1,0,1,2,3.312521352193543,202308,3790.314241106273585,905654.539558939985000
-1,17,2617,שחר ניר ח""ן עוצם נוגה נהורה,מגורים,3802,25437041,מגורים,0,1,1,2,32,1,5,28,2,35,35,1,1,0,24,27,0.668316734355866,202308,23807.729172173090774,25437040.741445533931255
-1,23,212,רמת גן,מגורים,2148,275258,מגורים,8600,1,0,0,26,5,6,19,1,26,43,7,0,2,24,37,83.557935457334167,202308,2255.277993967970360,275258.117306453990750
-1,54,1903,מגדל העמק,תעשיה,0,3480795,תעשיה/מסחר/מתקנים,874,4,2,5,130,1,24,112,1,137,117,1,4,0,61,80,15.513697822938992,202308,9845.746661210116145,3480794.883097057230771
-1,4,854,צור משה,מגורים,3343,3194992,מגורים,0,1,0,1,10,0,0,6,5,11,9,0,0,0,5,7,1.251959304976193,202308,8960.899467864270264,3194992.028974985238165
-1,16,2210,עפולה,מגורים,9811,578331,מגורים,7700,1,0,2,18,11,7,11,2,20,23,0,0,0,13,17,27.665823992137604,202308,3316.793042215796959,578330.867880424135365
-1,14,1480,מבשרת ציון,מגורים+ מסחר,446,224224,מגורים,1015,1,2,6,14,10,8,12,2,22,23,4,1,0,7,16,62.437666589284667,202308,2522.085924997072198,224223.625973918620730
-1,26,447,פתח תקווה,מגורים,2526,346684,מגורים,7900,1,0,7,29,3,12,15,9,36,47,8,1,2,21,33,74.996336253726014,202308,3270.236014632101615,346683.602143408090342
-1,15,1098,ירושלים,מגורים,7193,830001,מגורים,3000,1,0,4,24,2,8,19,1,28,30,7,0,2,12,25,18.072276455753183,202308,4023.661023910063250,830000.583309185458347
-1,64,49,תל אביב -יפו,מגורים,6020,263782,מגורים,5000,1,1,9,59,15,6,46,14,69,104,20,2,9,24,83,242.624681624345527,202308,2130.268504939116610,263781.902037035324611
-1,0,1740,חיפה,שטח פתוח,0,690288,פנאי/טבע/ספורט,4000,3,,,,,,,,,,,,,,,0.000000000000000,202308,4245.612267371467169,690288.389126564259641
-1,1,2445,שגב-שלום,מגורים,10362,6004165,מגורים,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0.166551037559523,202308,12288.537649722109563,6004165.537801679223776
-1,1,691,נתניה,מגורים,3973,353611,מגורים,7400,1,0,0,1,0,1,0,0,1,2,0,0,0,0,0,2.827966847667705,202308,2617.423714264681166,353610.934592364414129
-1,23,2063,כישור תובל לפידות פלך,מגורים,764,13612527,מגורים,0,1,4,7,40,1,8,42,1,51,37,2,1,1,25,29,1.689620105706581,202308,25398.716530364439677,13612527.409160800278187
-1,1,1333,עפרה,מגורים,3039,7552719,מגורים,0,1,0,0,2,0,0,2,0,2,2,0,0,0,2,2,0.132402652955068,202308,15434.786852092011031,7552718.753598957322538
-1,2,284,יהוד,מגורים,3337,248192,מגורים,9400,1,0,0,2,1,0,1,0,2,4,0,0,0,2,3,8.058271692244503,202308,2062.021334998680686,248192.177725262590684
-1,121,1975,יסעור אחיהוד,מגורים,1724,21871826,מגורים,0,1,4,29,386,2,110,273,33,419,267,9,12,1,163,209,5.532231148019950,202308,25290.151259438516718,21871826.531201127916574
-1,6,926,ישרש,מגורים,1010,2766184,מגורים,0,1,2,0,8,1,2,8,0,10,10,1,0,0,3,5,2.169053351500684,202308,8473.540370657221501,2766183.688312152866274
-1,0,1577,טובאס,לא ידוע,0,148053781,עתידי/לא ידוע,0,5,,,,,,,,,,,,,,,0.000000000000000,202308,52693.594730534859991,148053780.699004918336868
-1,13,2538,בסיס חיל האוויר חצרים,בסיס צבאי,0,237280511,מוסדי/ציבורי,0,2,0,8,13,0,6,15,0,21,20,2,3,0,9,19,0.054787474673476,202308,71298.197957298820256,237280511.238704085350037
-1,12,528,ראשון לציון,מגורים,4681,295420,מגורים,8300,1,1,1,25,2,3,21,3,27,25,1,1,0,13,15,40.620098213300750,202308,2206.285518742624845,295420.260605640010908
-1,52,2156,אל -רום שעל אודם קלע מרום גולן,מגורים,1816,262451050,מגורים,0,1,7,23,134,1,38,114,11,164,86,1,4,1,54,65,0.198132185033200,202308,83301.157913780843955,262451049.996175736188889
-1,22,1170,ירושלים,מגורים,3004,268920,מגורים,3000,1,0,5,26,6,3,21,6,31,40,4,1,0,19,30,81.808757156737656,202308,2759.284836924859064,268919.865850670845248
-1,7,377,רעננה,מגורים,1495,296580,מגורים,8700,1,0,1,7,3,2,3,3,8,11,1,0,0,4,7,23.602404594858864,202308,2327.851943686807317,296579.951075186545495
-1,68,1812,קריית ביאליק,שטח פתוח,0,907965,פנאי/טבע/ספורט,9500,3,1,4,150,0,22,123,10,155,160,3,3,0,109,125,74.892782860282267,202308,4635.408619183379415,907964.658315057633445
-1,9,1019,אור יהודה,מיועד למגורים,0,336571,עתידי/לא ידוע,2400,5,0,1,11,0,3,8,1,12,18,3,1,0,11,15,26.740298021890915,202308,2377.039172142194730,336570.669206160702743
-1,1,2391,באר שבע,תעשיה,531,1189038,תעשיה/מסחר/מתקנים,9000,4,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0.841016066691333,202308,5035.343977879631893,1189037.926390788983554
-1,19,637,כפר סבא,מגורים,8731,495317,מגורים,6900,1,0,2,26,12,5,14,9,28,34,0,0,1,22,25,38.359269549290850,202308,2953.269425155622230,495317.043917778471950
-1,27,1279,ירושלים,מגורים,1985,408267,מגורים,3000,1,2,4,30,17,8,20,5,36,39,11,0,1,13,32,66.133167994287177,202308,2802.995824839603756,408267.149735399929341
-1,11,230,אור יהודה,תעשיה ומסחר,1322,248499,תעשיה/מסחר/מתקנים,2400,4,0,3,10,2,1,8,3,13,22,3,1,3,11,22,44.265797275787165,202308,2051.668292097944232,248498.856384924118174
-1,22,1905,מגדל העמק,מגורים,7156,939906,מגורים,874,1,0,3,25,16,2,16,10,28,30,1,1,0,17,23,23.406592402158552,202308,4681.244607122121124,939906.143620083807036
-1,1,856,שער אפרים,מגורים,1894,2551901,מגורים,0,1,0,0,2,0,0,2,0,2,2,0,0,0,0,0,0.391864692786058,202308,6659.736596140490292,2551901.251654634252191
-1,0,2228,אום אל-פחם,מגורים,8584,1934554,מגורים,2710,1,,,,,,,,,,,,,,,0.000000000000000,202308,6495.233216748917584,1934554.446771398419514
-1,1,1498,כרמי צור,מגורים,1021,2031668,מגורים,0,1,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0.492206475688257,202308,5247.604040462863850,2031667.703277757624164
-1,15,449,פתח תקווה,מגורים,3510,348761,מגורים,7900,1,0,3,18,4,4,14,3,21,26,4,1,0,16,23,43.009441411008282,202308,3122.187462470188166,348760.632733089732938
-1,7,1116,ירושלים,מגורים,4413,383417,מגורים,3000,1,0,3,11,3,4,8,1,14,11,0,0,1,6,11,18.256861981881787,202308,2525.140656674463116,383417.479244069429114
-1,63,67,תל אביב -יפו,מגורים,5317,219957,מגורים,5000,1,0,11,56,27,5,46,13,67,98,24,1,10,15,77,286.419323282801940,202308,1878.399747780217695,219957.226621179026552
-1,2,1758,נשר,שטח פתוח,0,867194,פנאי/טבע/ספורט,2500,3,0,0,3,0,0,3,0,3,3,0,1,0,2,3,2.306287932580648,202308,4134.708515087919295,867194.408705974696204
-1,61,2463,קריית גת,תעשיה,130,6583420,תעשיה/מסחר/מתקנים,2630,4,0,7,102,9,9,92,6,109,116,5,14,0,68,97,9.265700961591921,202308,14423.593525331469209,6583419.889424071647227
-1,20,709,ראש העין,תעשיה,0,484535,תעשיה/מסחר/מתקנים,2640,4,0,3,27,1,4,24,2,30,39,6,1,0,22,30,41.276667022531512,202308,4328.553793900659912,484535.245762035192456
-1,1,2065,גילון צורית,מגורים,1935,4777912,מגורים,0,1,0,0,1,0,0,1,0,1,2,0,0,0,1,2,0.209296421513040,202308,13707.115493140592662,4777912.554695525206625
-1,0,1351,ביה""ח רמאללה,לא ידוע,0,248486,עתידי/לא ידוע,0,5,,,,,,,,,,,,,,,0.000000000000000,202308,2063.555050228692380,248486.507328989362577
-1,57,302,בת ים,מגורים,8207,270262,מגורים,6200,1,0,2,61,22,13,35,13,63,98,13,2,4,43,75,210.906509125158067,202308,2067.870300676097486,270261.929024554381613
-1,0,1977,כפר מסריק,מגורים,831,1204067,מגורים,0,1,,,,,,,,,,,,,,,0.000000000000000,202308,5888.002412668669422,1204066.920855176402256
-1,36,928,רג""מ,שטח פתוח,0,1921424,פנאי/טבע/ספורט,0,3,0,4,87,0,12,71,8,91,77,0,9,0,33,53,18.736106460551888,202308,7827.212640335953438,1921423.753424786496907
-1,16,1595,אלון מורה ברכה יצהר איתמר,מגורים,7439,49274007,מגורים,0,1,0,7,29,2,9,26,0,36,30,0,3,0,15,22,0.324714813244671,202308,68556.790247482320410,49274007.059062317013741
-1,38,2556,אום בטין אל סייד,מגורים,9757,27054609,מגורים,0,1,1,10,73,4,10,69,3,84,75,2,6,0,35,51,1.404566598125929,202308,20482.818744574487937,27054608.909753546118736
-1,12,546,ראשון לציון,מגורים,7862,284655,מגורים,8300,1,0,5,7,7,2,5,4,12,19,1,0,1,14,18,42.156294512650838,202308,2485.334202393340092,284654.999656074505765
-1,49,2174,טבריה,ציבורי+מגורים,2104,6428404,מגורים,6700,1,1,8,86,13,21,64,8,95,84,8,0,1,43,62,7.622420434256954,202308,21842.354149067974504,6428404.261169123463333
-1,4,1188,ירושלים,מגורים,3670,237887,מגורים,3000,1,0,2,3,3,3,1,1,5,5,0,0,1,2,4,16.814694205025535,202308,2672.576515921491591,237887.168879020668101
-1,13,139,הרצלייה,מגורים,3079,201512,מגורים,6400,1,0,3,14,5,3,9,5,17,21,4,0,0,13,19,64.512253852868128,202308,2820.501110505475481,201512.103881052607903
-1,0,1830,קריית ביאליק,שטח פתוח,0,408027,פנאי/טבע/ספורט,9500,3,,,,,,,,,,,,,,,0.000000000000000,202308,2972.088396527706664,408027.067806393781211
-1,0,781,אשדוד,שטח פתוח,0,3938748,פנאי/טבע/ספורט,70,3,,,,,,,,,,,,,,,0.000000000000000,202308,8957.206742854315962,3938748.472951352130622
-1,18,2393,באר שבע,תעשיה,0,2626278,תעשיה/מסחר/מתקנים,9000,4,0,2,34,0,3,30,3,36,39,0,3,0,21,33,6.853806823071803,202308,7119.167167884003902,2626277.697148836683482
-1,25,1423,כפר אוריה הראל תעוז תרום צלפון גיזו,מגורים,3929,30121781,מגורים,0,1,2,11,47,1,20,38,2,60,47,3,2,0,27,40,0.829964194833121,202308,25474.450005581034929,30121781.343864709138870
-1,0,1025,הוד השרון,שטח פתוח,0,755869,פנאי/טבע/ספורט,9700,3,,,,,,,,,,,,,,,0.000000000000000,202308,4471.027530531060620,755869.165308915660717
-1,5,232,אור יהודה,שטח פתוח,0,244783,פנאי/טבע/ספורט,2400,3,0,1,10,0,3,7,1,11,10,0,0,0,4,4,20.426277245284101,202308,2722.937299182788138,244782.734511956659844
-1,8,1667,חיפה,מגורים,1981,473165,מגורים,4000,1,0,2,29,3,1,27,2,31,18,1,1,0,13,18,16.907439777610858,202308,3612.375241011948219,473164.482927435718011
-1,3,874,כפר יעבץ עזריאל יעף,מגורים,1870,7034250,מגורים,0,1,0,1,3,0,1,2,1,4,5,0,0,0,2,2,0.426484718676474,202308,17159.267968281194044,7034249.689672380685806
-1,1,2246,חריש,שטח בבניה,0,1232323,עתידי/לא ידוע,1247,5,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0.811475546480394,202308,5052.117103083532129,1232323.024812381947413
-1,20,1516,תוקוע,לא ידוע,0,27874491,עתידי/לא ידוע,0,5,1,3,49,1,10,41,0,53,42,0,1,0,26,38,0.717501892637258,202308,29474.670577352419059,27874490.931985948234797
-1,13,467,בית דגן,מגורים,7211,1415552,מגורים,466,1,0,4,10,2,3,11,0,14,24,8,0,0,14,24,9.183699670577843,202308,6548.330632469648663,1415551.516960923559964
-1,0,1134,ירושלים,מגורים,9541,566812,מגורים,3000,1,,,,,,,,,,,,,,,0.000000000000000,202308,4111.005938537622569,566811.828736012685113
-1,24,85,תל אביב -יפו,מגורים,1574,241088,מגורים,5000,1,1,3,25,7,8,19,2,29,43,7,0,5,12,33,99.548916902522748,202308,1975.161821993409603,241087.504985117499018
-1,2,2465,קריית גת,מתחם ציבורי,542,266499,מוסדי/ציבורי,2630,2,0,0,2,2,0,2,0,2,2,0,0,0,2,2,7.504712742443538,202308,2331.606353669654709,266499.207716350094415
-1,9,727,שוהם,מגורים,4698,1150322,מגורים,1304,1,0,0,12,2,2,8,2,12,14,1,0,0,8,11,7.823897574467241,202308,5963.372082357197542,1150321.807556746294722
-1,40,2083,כרמיאל,תעשיה,0,2471124,תעשיה/מסחר/מתקנים,1139,4,0,1,86,2,9,69,9,87,91,4,2,0,59,74,16.186963146719147,202308,7545.956361326054321,2471124.425096834078431
-1,0,1353,קסר אל-חמרה,לא ידוע,0,360503,עתידי/לא ידוע,0,5,,,,,,,,,,,,,,,0.000000000000000,202308,3085.386896526730197,360502.527562565461267
-1,38,304,בת ים,מגורים+ בית חולים,3912,328133,מגורים,6200,1,0,6,43,10,9,31,8,49,70,6,0,3,29,47,115.806790444830668,202308,2600.871665887557356,328132.744669258943759
-1,17,1995,נהרייה,מגורים,5565,495220,מגורים,9100,1,0,2,20,3,7,14,1,22,31,5,0,0,18,25,34.328151653301397,202308,3334.319181606808797,495220.371073054266162
-1,22,946,בית חנן בית עובד אירוס,מגורים,1423,5979478,מגורים,0,1,0,13,44,0,9,40,8,57,48,2,3,1,33,43,3.679250858497988,202308,12696.838086348772777,5979478.118265968747437
-1,23,1613,אל-אתחאד,לא ידוע,0,39602270,עתידי/לא ידוע,0,5,3,3,47,0,18,33,2,53,52,1,1,0,31,48,0.580774785450002,202308,36001.955141125850787,39602270.236609667539597
-1,21,2318,כפר חרוב בני יהודה מיצר גבעת יואב מבוא חמה אפיק נאות גולן,מגורים,3861,107726753,מגורים,0,1,3,8,36,1,14,27,5,47,41,2,2,1,18,28,0.194937648661334,202308,65172.994896566648094,107726753.370680823922157
-1,13,564,ראשון לציון,מגורים,6558,1207459,מגורים,8300,1,0,2,14,0,7,8,1,16,30,4,0,2,20,26,10.766413118654247,202308,4955.718395336220055,1207458.775427794549614
-1,1,1206,הר שלמון מערב,שטח פתוח,0,3031322,פנאי/טבע/ספורט,0,3,0,0,1,0,0,1,0,1,2,1,1,0,0,2,0.329889046414015,202308,8179.265234066124322,3031322.230520464014262
-1,20,2562,אבו קורינאת (יישוב),מגורים,1815,53419271,מגורים,0,1,1,3,50,0,5,46,3,54,37,3,1,0,20,27,0.374396726247414,202308,36211.227040312536701,53419270.516760118305683
-1,7,157,הרצלייה,שטח פתוח,0,839522,פנאי/טבע/ספורט,6400,3,0,2,9,0,1,10,0,11,19,2,0,0,3,8,8.338080506072300,202308,5766.710038777241607,839521.757423926377669
-1,3,1832,מועצה אזורית זבולון,שטח פתוח,0,668132,פנאי/טבע/ספורט,0,3,1,1,9,0,1,9,1,11,9,0,0,0,7,7,4.490132306106113,202308,3290.051875263221518,668131.759930617641658
-1,4,799,קדרון,מגורים,1618,7100649,מגורים,0,1,1,5,3,2,0,8,1,9,9,0,0,0,4,5,0.563328793539064,202308,15438.992969557466495,7100648.938731406815350
-1,8,2411,באר שבע,מגורים,3328,418261,מגורים,9000,1,0,3,8,1,3,8,0,11,16,1,0,1,11,14,19.126810543284073,202308,2898.725469661120769,418261.057268066622782
-1,4,1425,אזור תעשיה צפוני,תשעיה,0,316341,תעשיה/מסחר/מתקנים,0,4,0,1,4,0,0,4,0,5,8,1,0,0,3,4,12.644571747100924,202308,2982.909084692583747,316341.279088166600559
-1,0,1043,קלנסווה,מגורים,6153,1581657,מגורים,638,1,,,,,,,,,,,,,,,0.000000000000000,202308,6776.686557416107462,1581657.242593667702749
-1,63,250,בני ברק,מגורים,9404,318334,מגורים,6100,1,2,13,60,25,18,43,14,75,106,8,7,9,42,80,197.905412866247644,202308,2334.967854199967860,318333.890354873263277
-1,56,1685,חיפה,מגורים,1364,269889,מגורים,4000,1,1,11,61,26,10,53,9,73,85,10,3,0,48,74,207.492497602533717,202308,3286.183706428820642,269889.276224684959743
-1,20,892,שדי חמד,מגורים,1017,3671662,מגורים,0,1,1,4,50,0,11,39,5,55,41,4,1,0,20,28,5.447125433123678,202308,9527.946930915612029,3671661.364429221954197
-1,0,2248,באקה אל-גרביה,מגורים,13349,2896554,מגורים,0,1,,,,,,,,,,,,,,,0.000000000000000,202308,7990.977332051601479,2896554.030497622210532
-1,1,1534,אפרת,מגורים,3363,1438399,מגורים,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0.695217240460279,202308,5852.168568799303102,1438399.311469801235944
-1,20,485,לוד,מגורים,4606,387849,מגורים,7000,1,1,4,24,9,9,17,2,29,31,2,1,3,21,27,51.566465609531939,202308,2647.427057710883219,387848.958884299558122
-1,0,1136,ירושלים,מגורים,9172,1807713,מגורים,3000,1,,,,,,,,,,,,,,,0.000000000000000,202308,6665.308363249409012,1807712.862009854754433
-1,10,103,תל אביב -יפו,מגורים,3835,354077,מגורים,5000,1,0,0,10,4,2,7,0,10,15,1,0,3,5,11,28.242440374185328,202308,2657.140417647579397,354077.050973979698028
-1,31,1778,חיפה,מגורים + אצטדיון,4951,842466,מגורים,4000,1,0,4,72,9,19,48,9,76,61,1,1,0,42,51,36.796730384149420,202308,4399.859791515687903,842466.155997207155451
-1,65,2483,אשקלון,תעשיה,0,3663588,תעשיה/מסחר/מתקנים,7100,4,3,12,103,5,10,95,13,118,130,4,6,1,78,99,17.742170948400119,202308,9185.170685371142099,3663587.741829378996044
-1,1,729,מודיעין-מכבים-רעות*,מגורים,5852,1629587,מגורים,1200,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0.613652500558870,202308,5357.055575532673174,1629586.776048777624965
-1,0,2101,סח'נין,מגורים,3118,942772,מגורים,7500,1,,,,,,,,,,,,,,,0.000000000000000,202308,4667.987098566502937,942771.888948606443591
-1,13,1371,דיר דיבוואן,לא ידוע,0,65150968,עתידי/לא ידוע,0,5,0,3,40,0,13,29,1,43,33,0,1,0,16,24,0.199536560707654,202308,51276.063527641104884,65150967.591581575572491
-1,42,322,חולון,מגורים,7284,313460,מגורים,6600,1,1,6,37,19,4,30,10,44,63,11,1,4,23,45,133.988495365931612,202308,2292.098674730724269,313459.748057437071111
-1,0,2013,נהרייה,שטח פתוח,0,536833,פנאי/טבע/ספורט,9100,3,,,,,,,,,,,,,,,0.000000000000000,202308,3050.017398326007424,536832.781166937667876
-1,21,964,פתח תקווה,מגורים,8868,376113,מגורים,7900,1,0,5,19,7,6,15,3,24,32,4,0,0,18,25,55.834228135616641,202308,3539.737572508018275,376113.375275695871096
-1,1,1631,מסגד אל-שוהדאא,לא ידוע,0,2262660,עתידי/לא ידוע,0,5,0,0,3,0,0,2,1,3,2,0,0,0,2,2,0.441957761285874,202308,7324.009448811643779,2262659.664784493856132
-1,11,2320,בית זרע אפיקים מסדה שער הגולן,מגורים,3005,13541285,מגורים,0,1,0,6,15,0,4,13,4,21,19,0,0,0,10,10,0.812330587555347,202308,33283.400669557202491,13541284.999625261873007
-1,2,582,רחובות,שטח פתוח,0,1305257,פנאי/טבע/ספורט,8400,3,0,1,3,1,1,3,0,4,3,0,0,0,3,3,1.532265179037747,202308,5759.875840503314976,1305257.097375264856964
-1,12,1208,מבשרת ציון,שטח פתוח,0,1882210,פנאי/טבע/ספורט,1015,3,0,1,27,1,10,17,1,28,24,1,0,0,19,24,6.375482819322119,202308,6907.328427548857690,1882210.389404815854505
-1,41,2580,שדה יואב נגבה קוממיות יד נתן זבדיאל אלומה רווחה,מגורים,4272,37185067,מגורים,0,1,1,8,85,1,20,65,9,94,78,1,5,0,46,56,1.102593150645123,202308,36924.616014721708780,37185066.836313165724277
-1,1,175,רמת השרון,מגורים,2628,351555,מגורים,2650,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,2.844502232318776,202308,2879.105095066966896,351555.357783924846444
-1,7,1850,דאלית אל-כרמל,מגורים,4979,5084418,מגורים,0,1,1,1,14,2,6,8,2,16,16,1,0,0,10,13,1.376755291309233,202308,12961.440644552434605,5084418.446900111623108
-1,0,801,יבנה,שטח פתוח,0,2253291,פנאי/טבע/ספורט,2660,3,,,,,,,,,,,,,,,0.000000000000000,202308,6494.937230079188339,2253290.894226409029216
-1,5,2429,באר שבע,מגורים,5858,572314,מגורים,9000,1,0,1,4,3,2,2,1,5,6,0,0,0,5,5,8.736460241032239,202308,3216.057945105238105,572314.170963277458213
-1,19,1443,לטרון,בסיס צבאי,0,14446592,מוסדי/ציבורי,0,2,2,8,37,0,15,29,3,47,43,3,4,0,22,35,1.315189073888582,202308,15947.825040800324132,14446592.035488286986947
-1,7,394,רעננה,מגורים,2375,557048,מגורים,8700,1,0,1,10,1,3,8,0,11,14,1,0,1,5,9,12.566239843066732,202308,3538.543533272500099,557048.097714143455960
-1,9,1061,ירושלים,מגורים,6543,595047,מגורים,3000,1,0,1,15,5,6,7,2,16,16,0,1,0,12,13,15.124861180002410,202308,4071.412653812343251,595046.783761526457965
-1,0,12,תל אביב -יפו,מכללה אקדמאית,541,140532,מוסדי/ציבורי,5000,2,,,,,,,,,,,,,,,0.000000000000000,202308,1504.375747893102471,140532.315685036912328
-1,11,1703,חיפה,מגורים,3646,246282,מגורים,4000,1,0,2,12,6,5,4,5,14,19,0,0,0,14,16,44.664318496989402,202308,2175.046465746138438,246281.603977489430690
-1,43,654,כפר יונה,מגורים,6045,1699803,מגורים,168,1,1,4,71,7,19,54,3,76,84,7,5,1,42,69,25.297043611831132,202308,6462.750503617427967,1699803.370694645214826
-1,6,2266,בנימינה-גבעת עדה*,מגורים,4970,1982257,מגורים,0,1,1,0,7,3,1,4,3,8,9,0,0,1,5,6,3.026853024144648,202308,7108.599970589741133,1982256.803399143507704
-1,16,1280,ירושלים,מגורים,5648,405893,מגורים,3000,1,0,0,29,3,3,22,3,29,30,2,2,1,18,25,39.419278268324639,202308,2466.405808237868314,405892.768789143417962
-1,7,503,כפר חבד,מגורים,6422,4323240,מגורים,0,1,1,5,19,2,5,16,4,25,15,0,0,0,10,13,1.619156092230765,202308,10165.201385446012864,4323239.762730884365737
-1,0,1922,עילוט,מגורים,8192,3076649,מגורים,0,1,,,,,,,,,,,,,,,0.000000000000000,202308,8507.681116373803889,3076648.773630494251847
-1,81,105,תל אביב -יפו,תעשיה,943,323621,תעשיה/מסחר/מתקנים,5000,4,1,15,88,15,5,83,15,104,151,27,3,5,50,118,250.292888592247152,202308,2775.968214271150828,323620.860566906980239
-1,22,1540,קריית ארבע,מגורים,7322,5826504,מגורים,0,1,4,9,50,9,19,42,1,63,36,0,0,0,15,25,3.775849073465871,202308,10941.132594589586006,5826504.071521610952914
-1,3,2501,אשקלון,מגורים,7262,3018916,מגורים,7100,1,1,0,5,2,0,5,1,6,4,0,0,0,4,4,0.993734168501962,202308,7650.200886715008892,3018916.019082297105342
-1,6,747,מודיעין-מכבים-רעות*,שטח פתוח,0,2053035,פנאי/טבע/ספורט,1200,3,0,5,9,0,1,13,0,14,11,1,3,1,5,11,2.922502716055096,202308,6605.487270309174164,2053034.875566865317523
-1,11,2119,צפת,מגורים,5418,859732,מגורים,8000,1,0,2,24,5,9,15,2,26,19,1,0,0,12,14,12.794691136676397,202308,4236.785548445757740,859731.577925171237439
-1,5,1389,בית שמש,מגורים,8307,648456,מגורים,2610,1,0,3,2,2,2,3,0,5,8,0,0,1,6,8,7.710624828742055,202308,4492.675006208041850,648455.878875346854329
-1,34,340,חולון,מגורים,5182,261977,מגורים,6600,1,0,7,38,18,13,22,10,45,54,7,1,3,26,41,129.782227953841129,202308,3450.655694126253820,261977.317973710392835
-1,111,2031,ג'ולס טל-אל,מגורים,7549,17101726,מגורים,0,1,4,9,360,5,103,249,20,373,230,7,5,0,155,189,6.490572923584182,202308,23148.489625483714917,17101726.042807374149561
-1,11,982,קדימה-צורן,מגורים,5985,1008094,מגורים,195,1,0,1,21,3,6,14,2,22,21,1,1,0,13,19,10.911675647314329,202308,4027.410880045789781,1008094.481135664042085
-1,0,1633,עין שרה,לא ידוע,0,849824,עתידי/לא ידוע,0,5,,,,,,,,,,,,,,,0.000000000000000,202308,5596.166920397501599,849823.800914995837957
-1,25,2338,חיפה,תעשיה,0,1613371,תעשיה/מסחר/מתקנים,4000,4,1,4,54,1,10,45,4,59,44,2,2,0,28,33,15.495508627351423,202308,6648.478531791768546,1613370.725751590682194
-1,10,584,רחובות,מגורים,8032,466129,מגורים,8400,1,0,1,10,3,3,8,0,11,16,3,0,1,8,13,21.453278511747317,202308,2837.260295327722815,466129.220973112911452
-1,21,1226,ירושלים,מגורים,7590,473423,מגורים,3000,1,1,7,40,3,14,28,6,48,44,3,1,0,24,33,44.357747903921485,202308,3153.948856119380252,473423.494030531612225
-1,13,2598,שדה בוקר מדרשת בן גוריון מרחב עם,מגורים,2891,299710142,מגורים,0,1,2,7,36,0,8,36,1,45,25,0,2,0,13,19,0.043375242252402,202308,73074.570935307332547,299710141.659900665283203
-1,0,177,רמת השרון,שטח פתוח,0,426400,פנאי/טבע/ספורט,2650,3,,,,,,,,,,,,,,,0.000000000000000,202308,2842.517369006905938,426399.713527028099634
-1,15,1868,זכרון יעקב,מגורים,5837,1510389,מגורים,9300,1,0,0,18,6,6,9,3,18,23,1,1,0,18,20,9.931213882378250,202308,7158.170833768012926,1510389.382169656455517
-1,16,819,מזכרת בתיה,מגורים,7340,1297266,מגורים,28,1,2,7,14,5,4,16,3,23,26,2,0,2,10,15,12.333633287880145,202308,5700.308591611965312,1297265.746965468162671
-1,9,2191,בית קשת כדורי,מגורים+מוסדי,951,11039469,מגורים,0,1,0,1,25,1,10,15,1,26,19,0,2,0,9,16,0.815256571026385,202308,17741.555720687330904,11039469.438031341880560
-1,1,1461,ביתר עילית,מגורים,3477,385661,מגורים,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,2.592953537891224,202308,2937.850716721362005,385660.593368468806148
