OID,SUMACCIDEN,CITY,CITYCODE,MUNITYPE,DISTRICT,MUNICIPAL,MUNICODE,DEAD,SEVER_INJ,SLIGH_INJ,PEDESTRINJ,INJ0_19,INJ20_64,INJ65_,INJTOTAL,TOTDRIVERS,MOTORCYCLE,TRUCK,BICYCLE,PRIVATE,VEHICLE,ACC_INDEX,AreaSQKM,YEARMONTH,Shape_Length,Shape_Area
-1,1,יפתח,453,מועצה אזורית,צפון,הגליל העליון,5501,0,0,2,0,0,2,0,2,2,0,0,0,2,2,0.096735509105357,10.337465624033399,202308,21342.350289274272654,10337465.624033398926258
-1,2,יראון,623,מועצה אזורית,צפון,הגליל העליון,5501,0,0,2,0,0,2,0,2,2,0,1,0,1,2,0.372591418180650,5.367810159895599,202308,12319.947173678410763,5367810.159895598888397
-1,19,כפר בלום,357,מועצה אזורית,צפון,הגליל העליון,5501,0,2,52,2,16,36,2,54,34,1,1,0,27,32,3.683863040656123,5.157629312032176,202308,12527.580266940010915,5157629.312032176181674
-1,61,כפר גלעדי,76,מועצה אזורית,צפון,הגליל העליון,5501,1,9,109,1,21,85,11,119,115,7,3,1,69,91,6.676564287733909,9.136435653299760,202308,27064.755185753867408,9136435.653299760073423
-1,2,כפר הנשיא,443,מועצה אזורית,צפון,הגליל העליון,5501,0,0,2,0,0,2,0,2,3,0,0,0,3,3,0.211632450095247,9.450346575394688,202308,19547.003989207321865,9450346.575394688174129
-1,8,כפר סולד,345,מועצה אזורית,צפון,הגליל העליון,5501,0,0,11,0,2,9,0,11,12,1,0,0,4,6,1.295476033454749,6.175336164780885,202308,14107.478644586488372,6175336.164780884981155
-1,16,להבות הבשן,380,מועצה אזורית,צפון,הגליל העליון,5501,0,1,34,0,6,25,4,35,33,3,0,0,19,25,2.533222484378682,6.316065840511551,202308,13640.775062378992516,6316065.840511551126838
-1,41,מחניים,308,מועצה אזורית,צפון,הגליל העליון,5501,0,2,60,2,5,47,9,62,64,0,2,0,44,58,6.350945881170396,6.455731282730477,202308,24508.055853145669971,6455731.282730476930737
-1,13,מלכיה,596,מועצה אזורית,צפון,הגליל העליון,5501,1,5,13,0,2,16,1,19,14,4,0,0,6,11,1.458283539047539,8.914590099872344,202308,15954.097821329503859,8914590.099872343242168
-1,3,מנרה,347,מועצה אזורית,צפון,הגליל העליון,5501,0,0,4,0,0,4,0,4,5,0,0,0,2,3,0.352337254497886,8.514569384027478,202308,22197.050311754806899,8514569.384027477353811
-1,13,מעין ברוך,416,מועצה אזורית,צפון,הגליל העליון,5501,0,0,25,1,5,20,0,25,25,2,0,0,18,22,2.871764044396834,4.526834307771421,202308,12167.911231262680303,4526834.307771421037614
-1,19,משגב עם,378,מועצה אזורית,צפון,הגליל העליון,5501,3,3,30,1,9,26,1,36,34,1,3,1,23,30,3.135678049557871,6.059295533442597,202308,22190.094164629164879,6059295.533442596904933
-1,6,נאות מרדכי,408,מועצה אזורית,צפון,הגליל העליון,5501,0,1,6,0,0,6,1,7,9,1,1,0,4,6,1.290216024306005,4.650384034121220,202308,9798.110654832697037,4650384.034121220000088
-1,38,סאסא,578,מועצה אזורית,צפון,הגליל העליון,5501,1,2,44,2,5,38,2,47,51,4,2,0,32,42,2.598090968401700,14.626123743225563,202308,29646.418202626759012,14626123.743225563317537
-1,103,עמיעד,385,מועצה אזורית,צפון,הגליל העליון,5501,0,4,204,0,32,159,15,208,197,2,8,0,122,164,12.393834097204989,8.310584052696669,202308,21691.988825255084521,8310584.052696668542922
-1,2,עמיר,319,מועצה אזורית,צפון,הגליל העליון,5501,0,0,4,1,3,1,0,4,2,0,0,0,1,2,0.542160902079155,3.688941774167259,202308,9761.327025444386891,3688941.774167259223759
-1,4,צבעון,1213,מועצה אזורית,צפון,הגליל העליון,5501,0,0,5,0,0,4,1,5,7,0,1,0,3,5,7.272238323558205,0.550036979267046,202308,3478.369828585121923,550036.979267045739107
-1,34,קדרים,1211,מועצה אזורית,צפון,הגליל העליון,5501,1,4,58,0,7,50,4,63,61,2,5,1,36,50,5.228738072845917,6.502524992898402,202308,15041.334557538988520,6502524.992898401804268
-1,25,שדה נחמיה,329,מועצה אזורית,צפון,הגליל העליון,5501,0,0,44,2,5,36,1,44,49,1,3,2,31,44,6.622792672093350,3.774842613651974,202308,12737.215068849054660,3774842.613651973661035
-1,109,שטח כללי,5501,מועצה אזורית,צפון,הגליל העליון,5501,1,4,194,3,46,138,12,199,195,6,4,0,122,150,1.075037549148442,101.391807278118819,202308,222117.863287389744073,101391807.278118818998337
-1,40,שמיר,366,מועצה אזורית,צפון,הגליל העליון,5501,0,6,85,0,18,65,7,91,70,1,1,1,50,56,5.323478087978662,7.513884595547964,202308,16948.342806843909784,7513884.595547963865101
-1,7,שניר,1132,מועצה אזורית,צפון,הגליל העליון,5501,0,1,10,1,3,6,2,11,8,0,1,0,3,6,2.157852303910836,3.243966228510348,202308,9366.233734274981543,3243966.228510348126292
-1,100,אילניה,49,מועצה אזורית,צפון,הגליל התחתון,5503,4,6,197,1,39,153,12,207,200,0,8,0,116,149,11.458470652458157,8.727168139017509,202308,20260.356251714809332,8727168.139017509296536
-1,187,ארבל,701,מועצה אזורית,צפון,הגליל התחתון,5503,2,4,295,3,55,216,22,301,380,5,15,0,227,295,16.650948323253655,11.230591577708982,202308,26375.438283692285040,11230591.577708981931210
-1,29,בית קשת,365,מועצה אזורית,צפון,הגליל התחתון,5503,0,4,53,1,10,42,5,57,51,2,2,2,30,43,2.779946226722319,10.431856458674128,202308,26168.286265283393732,10431856.458674127236009
-1,21,בית רימון,1162,מועצה אזורית,צפון,הגליל התחתון,5503,0,0,37,0,7,27,2,37,33,1,3,0,18,27,1.814761281112779,11.571769917376226,202308,18871.174001421208231,11571769.917376225814223
-1,36,גבעת אבני,1293,מועצה אזורית,צפון,הגליל התחתון,5503,0,0,51,2,6,40,3,51,65,0,1,0,42,53,50.982101635488903,0.706130168140032,202308,3847.093266328503887,706130.168140032328665
-1,8,הזורעים,307,מועצה אזורית,צפון,הגליל התחתון,5503,0,0,12,0,0,11,1,12,14,0,0,0,10,12,0.720367630612691,11.105440694490669,202308,25121.600829292518029,11105440.694490669295192
-1,7,כפר זיתים,786,מועצה אזורית,צפון,הגליל התחתון,5503,0,1,12,2,2,11,0,13,10,1,0,0,5,7,0.540644596721020,12.947507553861847,202308,19312.170188717449491,12947507.553861847147346
-1,10,כפר חיטים,255,מועצה אזורית,צפון,הגליל התחתון,5503,0,0,17,0,6,10,1,17,17,0,0,0,3,7,1.045811294114080,9.561954490528933,202308,25111.502582541332231,9561954.490528933703899
-1,12,כפר קיש,388,מועצה אזורית,צפון,הגליל התחתון,5503,0,0,13,0,0,13,0,13,17,3,1,0,9,13,0.606759029745101,19.777208762828302,202308,25126.011835647863336,19777208.762828301638365
-1,54,לביא,585,מועצה אזורית,צפון,הגליל התחתון,5503,1,1,93,1,15,72,6,95,110,1,4,1,75,94,2.833561958484576,19.057285773585086,202308,30055.038704944065103,19057285.773585084825754
-1,24,מסד,1258,מועצה אזורית,צפון,הגליל התחתון,5503,0,4,46,0,8,39,2,50,35,0,2,0,22,28,3.689646362061941,6.504688429431952,202308,14749.062389649150646,6504688.429431951604784
-1,28,מצפה,58,מועצה אזורית,צפון,הגליל התחתון,5503,1,1,37,4,2,33,4,39,51,1,5,0,21,32,9.899897988404186,2.828311971779566,202308,11403.014624045346864,2828311.971779565792531
-1,24,מצפה נטופה,1190,מועצה אזורית,צפון,הגליל התחתון,5503,0,3,51,0,8,41,3,54,43,0,2,1,21,30,5.084183671268092,4.720521828436214,202308,14240.517873130153021,4720521.828436214476824
-1,6,שדה אילן,721,מועצה אזורית,צפון,הגליל התחתון,5503,0,0,7,1,1,6,0,7,11,1,1,0,6,11,0.461584083318014,12.998715113550031,202308,23593.338538347223221,12998715.113550029695034
-1,9,שדמות דבורה,306,מועצה אזורית,צפון,הגליל התחתון,5503,0,2,13,1,6,8,1,15,16,1,2,1,7,15,0.750969777716411,11.984503593963106,202308,15066.419856131775305,11984503.593963107094169
-1,291,שטח כללי,5503,מועצה אזורית,צפון,הגליל התחתון,5503,0,11,546,4,93,431,30,557,537,5,25,0,302,412,10.898264305670503,26.701499600132571,202308,79344.856914398551453,26701499.600132569670677
-1,9,שרונה,292,מועצה אזורית,צפון,הגליל התחתון,5503,0,0,11,0,0,10,1,11,14,3,1,0,8,14,0.753508341865471,11.944127888111465,202308,23722.463725828398310,11944127.888111464679241
-1,990,הוד השרון,9700,עירייה,מרכז,הוד השרון,9700,5,49,1171,145,163,875,163,1225,1799,155,40,53,984,1413,51.378618053565425,19.268716004931527,202308,35822.565408580230724,19268716.004931528121233
-1,8,חצבה,13,מועצה אזורית,דרום,הערבה התיכונה,5554,0,1,7,2,2,6,0,8,10,1,2,0,4,8,0.318736548466473,25.099098419965141,202308,30109.108462458854774,25099098.419965140521526
-1,4,ספיר,1176,מועצה אזורית,דרום,הערבה התיכונה,5554,1,0,14,0,2,11,2,15,9,0,1,0,3,4,0.461975243352537,8.658472629338634,202308,13033.304117961697557,8658472.629338635131717
-1,5,עידן,1175,מועצה אזורית,דרום,הערבה התיכונה,5554,1,1,4,0,0,6,0,6,6,2,0,0,1,4,0.150138128141984,33.302666430419123,202308,39119.490283327890211,33302666.430419120937586
-1,13,עין יהב,806,מועצה אזורית,דרום,הערבה התיכונה,5554,0,1,13,1,1,11,0,14,19,3,0,0,8,13,0.504833847212048,25.751046748930719,202308,25605.542239669532137,25751046.748930718749762
-1,7,פארן,1151,מועצה אזורית,דרום,הערבה התיכונה,5554,0,2,12,0,2,12,0,14,10,1,0,0,6,10,0.322984779996938,21.672847866287601,202308,21473.446294354853308,21672847.866287600249052
-1,5,צופר,1150,מועצה אזורית,דרום,הערבה התיכונה,5554,0,4,9,0,2,7,4,13,7,0,1,0,1,2,0.268829906850119,18.599121126756355,202308,23931.278291932714637,18599121.126756355166435
-1,3,צוקים,1262,מועצה אזורית,דרום,הערבה התיכונה,5554,0,0,3,0,0,3,0,3,3,1,0,0,1,2,1.654123729219472,1.813649092269297,202308,6578.142311344265181,1813649.092269297456369
-1,62,שטח כללי,5554,מועצה אזורית,דרום,הערבה התיכונה,5554,11,16,128,1,28,99,23,155,105,7,10,0,54,84,0.044183304735233,1403.244967109939125,202308,315295.541264513274655,1403244967.109939098358154
-1,2146,הרצליה,6400,עירייה,תל אביב,הרצליה,6400,9,83,2433,263,244,1820,341,2525,3832,410,72,117,1990,3055,89.157153142653613,24.069857822471604,202308,31517.968949480811716,24069857.822471603751183
-1,31,אושה,278,מועצה אזורית,חיפה,זבולון,5512,0,3,53,0,11,42,3,56,59,1,0,0,33,40,7.563752598569174,4.098494708283324,202308,21650.358315671252058,4098494.708283324260265
-1,39,איבטין,652,מועצה אזורית,חיפה,זבולון,5512,0,1,70,3,18,50,3,71,56,2,2,0,29,39,60.876090300379033,0.640645609919485,202308,3871.853352729123344,640645.609919485519640
-1,6,חווא'לד,1321,מועצה אזורית,חיפה,זבולון,5512,0,0,10,0,2,8,0,10,7,0,0,0,3,3,24.095832997854913,0.249005709847596,202308,5175.543726621263886,249005.709847596415784
-1,327,יגור,96,מועצה אזורית,חיפה,זבולון,5512,2,20,579,2,103,464,29,601,662,10,24,2,415,529,40.091728176381174,8.156295946170815,202308,28066.569481002716202,8156295.946170814335346
-1,119,כפר ביאליק,220,מועצה אזורית,חיפה,זבולון,5512,2,2,185,1,12,165,9,189,262,6,7,0,157,188,40.153462537258250,2.963629846108049,202308,13320.442689470624828,2963629.846108049619943
-1,23,כפר המכבי,254,מועצה אזורית,חיפה,זבולון,5512,0,2,39,0,7,30,4,41,39,1,3,1,25,33,6.091567881511880,3.775711023397736,202308,20825.918189721007366,3775711.023397736251354
-1,0,כפר הנוער הדתי,890,מועצה אזורית,חיפה,זבולון,5512,,,,,,,,,,,,,,,0.000000000000000,0.863237209291041,202308,6745.800746385259117,863237.209291041363031
-1,150,כפר חסידים א',112,מועצה אזורית,חיפה,זבולון,5512,0,12,273,2,45,220,18,285,315,6,13,1,191,243,16.693148723045695,8.985722375606572,202308,25258.522738115108950,8985722.375606572255492
-1,0,כפר חסידים ב',889,מועצה אזורית,חיפה,זבולון,5512,,,,,,,,,,,,,,,0.000000000000000,0.268118842563910,202308,5892.303354170026068,268118.842563910176978
-1,6,נופית,1284,מועצה אזורית,חיפה,זבולון,5512,0,2,5,1,1,3,2,7,11,1,0,1,5,10,6.800930335984774,0.882232239353059,202308,4891.509723692266562,882232.239353059092537
-1,14,ראס עלי,990,מועצה אזורית,חיפה,זבולון,5512,0,0,33,3,6,26,1,33,18,0,0,1,10,13,35.440986556922390,0.395022863641630,202308,2675.797522494900477,395022.863641630159691
-1,6,רמת יוחנן,178,מועצה אזורית,חיפה,זבולון,5512,0,0,7,1,0,6,1,7,10,1,1,0,5,10,1.049063136608106,5.719388843839811,202308,19963.949912131938618,5719388.843839811161160
-1,434,שטח כללי,5512,מועצה אזורית,חיפה,זבולון,5512,7,26,776,3,121,624,58,809,873,28,28,2,571,710,20.068110840752048,21.626350554068196,202308,97538.561184187914478,21626350.554068196564913
-1,58,שער העמקים,237,מועצה אזורית,חיפה,זבולון,5512,0,1,88,1,4,75,9,89,116,3,4,0,77,103,20.498955512895119,2.829412452918120,202308,23363.657754357387603,2829412.452918119728565
-1,378,זכרון יעקב,9300,מועצה מקומית,חיפה,זכרון יעקב,9300,2,16,527,47,104,390,43,545,667,28,20,17,399,552,11.989997684045452,31.526277982771216,202308,48045.779075452075631,31526277.982771214097738
-1,157,זמר,1290,מועצה מקומית,מרכז,זמר,1290,2,6,244,17,53,191,7,252,268,1,6,1,142,184,19.096454069057536,8.221421601740767,202308,13516.482521266661934,8221421.601740766316652
-1,205,זרזיר,975,מועצה מקומית,צפון,זרזיר,0975,0,8,317,21,63,242,16,325,387,5,18,5,229,301,50.724048950732879,4.041475478408907,202308,13357.187821605995850,4041475.478408907074481
-1,4,אילות,1126,מועצה אזורית,דרום,חבל אילות,5553,0,1,5,0,1,3,2,6,5,1,0,0,3,5,7.822561726580706,0.511341442843229,202308,2965.603864428627730,511341.442843229102436
-1,4,אליפז,1248,מועצה אזורית,דרום,חבל אילות,5553,0,0,8,0,3,5,0,8,6,0,0,0,5,6,0.323254833420805,12.374138253929523,202308,18886.959381571090489,12374138.253929523751140
-1,1,באר אורה,21,מועצה אזורית,דרום,חבל אילות,5553,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0.906858974625591,1.102707287439995,202308,6567.484549839015926,1102707.287439994746819
-1,0,גרופית,1129,מועצה אזורית,דרום,חבל אילות,5553,,,,,,,,,,,,,,,0.000000000000000,1.736974263472896,202308,6251.676171878572859,1736974.263472896069288
-1,4,יהל,1158,מועצה אזורית,דרום,חבל אילות,5553,2,1,3,1,0,4,2,6,6,0,1,0,3,6,1.100589242711915,3.634416769460484,202308,9178.403956974805624,3634416.769460483919829
-1,0,יטבתה,866,מועצה אזורית,דרום,חבל אילות,5553,,,,,,,,,,,,,,,0.000000000000000,0.897183876924884,202308,4678.668628218300000,897183.876924884156324
-1,0,לוטן,1255,מועצה אזורית,דרום,חבל אילות,5553,,,,,,,,,,,,,,,0.000000000000000,4.317863557090785,202308,9916.384464253909755,4317863.557090785354376
-1,0,נווה חריף,1279,מועצה אזורית,דרום,חבל אילות,5553,,,,,,,,,,,,,,,0.000000000000000,1.000137334362646,202308,4247.451432939701590,1000137.334362645866349
-1,2,סמר,1156,מועצה אזורית,דרום,חבל אילות,5553,0,0,6,0,0,6,0,6,3,0,0,0,3,3,0.148283329178744,13.487692858508453,202308,16009.294404231373846,13487692.858508452773094
-1,12,קטורה,1052,מועצה אזורית,דרום,חבל אילות,5553,2,0,20,0,3,15,3,22,18,3,1,1,8,14,1.450828457566054,8.271136354832397,202308,11815.642157721307740,8271136.354832395911217
-1,1,שחרות,1266,מועצה אזורית,דרום,חבל אילות,5553,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1.184501665703198,0.844236887929013,202308,4025.514019195309174,844236.887929012998939
-1,158,שטח כללי,5553,מועצה אזורית,דרום,חבל אילות,5553,11,17,262,2,45,212,24,290,265,19,7,6,137,206,0.061174896528711,2582.758761608140958,202308,388439.363140573666897,2582758761.608140945434570
-1,0,שיזפון,1197,מועצה אזורית,דרום,חבל אילות,5553,,,,,,,,,,,,,,,0.000000000000000,0.222136876015261,202308,2053.596277717392240,222136.876015260524582
-1,246,בית גמליאל,571,מועצה אזורית,מרכז,חבל יבנה,5529,0,9,342,4,28,296,25,351,514,9,56,0,273,389,27.805377602162039,8.847209468605525,202308,26594.168504070163181,8847209.468605525791645
-1,7,בית רבן,848,מועצה אזורית,מרכז,חבל יבנה,5529,0,1,8,0,2,6,1,9,11,1,1,0,6,9,76.603815188065653,0.091379260717168,202308,1234.799672720371291,91379.260717167926487
-1,57,בן זכאי,760,מועצה אזורית,מרכז,חבל יבנה,5529,2,3,84,3,11,71,6,89,118,5,10,3,73,106,19.542826140658686,2.916671293585935,202308,13860.503741817403352,2916671.293585935141891
-1,221,בני דרום,592,מועצה אזורית,מרכז,חבל יבנה,5529,5,13,270,4,8,241,25,288,429,17,36,0,219,318,29.111811660016368,7.591420368507418,202308,15719.791732498266356,7591420.368507417850196
-1,0,ישיבת כרם יבנה,1094,מועצה אזורית,מרכז,חבל יבנה,5529,,,,,,,,,,,,,,,0.000000000000000,0.698604494680001,202308,4170.484279551530562,698604.494680000469089
-1,40,קבוצת יבנה,334,מועצה אזורית,מרכז,חבל יבנה,5529,0,3,54,0,3,49,3,57,76,3,4,0,44,58,8.663386766400361,4.617131969120202,202308,12060.942501117284337,4617131.969120202586055
-1,28,שטח כללי,5529,מועצה אזורית,מרכז,חבל יבנה,5529,0,1,32,0,0,27,2,33,57,0,3,0,42,52,2.376372387991235,11.782665099752570,202308,18127.003733448724233,11782665.099752569571137
-1,68,אחיסמך,804,מועצה אזורית,מרכז,חבל מודיעין,5525,0,0,103,5,15,81,2,103,130,4,7,1,72,110,19.726833862872152,3.447081294073385,202308,11727.280562588968678,3447081.294073384720832
-1,29,בארות יצחק,450,מועצה אזורית,מרכז,חבל מודיעין,5525,0,1,37,5,2,27,8,38,58,1,1,0,38,50,10.286842275886560,2.819135281968797,202308,9653.209977521428300,2819135.281968797557056
-1,48,בית נחמיה,784,מועצה אזורית,מרכז,חבל מודיעין,5525,2,1,65,2,11,49,8,68,86,10,10,0,46,78,18.026330661451400,2.662771525801760,202308,14537.155903940783901,2662771.525801760144532
-1,5,בית עריף,604,מועצה אזורית,מרכז,חבל מודיעין,5525,0,0,6,0,0,6,0,6,10,2,0,0,5,8,1.959910931466582,2.551136339781803,202308,8186.977782104927428,2551136.339781803078949
-1,62,בן שמן,2013,מועצה אזורית,מרכז,חבל מודיעין,5525,0,3,82,0,9,75,1,85,108,8,4,0,44,77,22.203587945973858,2.792341496827424,202308,8675.974898875074359,2792341.496827424503863
-1,285,בן שמן (כפר נוער),1084,מועצה אזורית,מרכז,חבל מודיעין,5525,0,4,431,3,51,345,31,435,606,13,34,1,342,461,389.641956431184781,0.731440737569375,202308,6238.710297086206083,731440.737569374730811
-1,67,בני עטרות,448,מועצה אזורית,מרכז,חבל מודיעין,5525,5,3,101,1,12,84,11,109,138,11,6,0,97,133,23.748783274349588,2.821197163071713,202308,7523.395080694303033,2821197.163071712944657
-1,74,ברקת,2038,מועצה אזורית,מרכז,חבל מודיעין,5525,0,5,100,4,10,90,4,105,150,4,10,0,89,119,24.844710776867338,2.978501165282256,202308,12626.448644101346872,2978501.165282256435603
-1,24,גבעת כח,802,מועצה אזורית,מרכז,חבל מודיעין,5525,0,2,29,2,5,24,1,31,43,2,3,0,25,35,7.049101900835893,3.404689042323823,202308,9845.235365814971374,3404689.042323823552579
-1,94,גינתון,863,מועצה אזורית,מרכז,חבל מודיעין,5525,0,6,136,3,16,107,15,142,193,11,7,1,125,161,75.980625615575050,1.237157489010346,202308,5791.927129912047349,1237157.489010346122086
-1,84,גמזו,745,מועצה אזורית,מרכז,חבל מודיעין,5525,1,2,128,1,21,98,9,131,178,5,12,0,94,130,9.674067608123378,8.683007334935787,202308,16571.025264335279644,8683007.334935788065195
-1,112,חדיד,618,מועצה אזורית,מרכז,חבל מודיעין,5525,1,10,168,2,20,143,13,179,212,10,12,0,130,181,36.840897173712250,3.040099687906552,202308,10480.655355136774233,3040099.687906552106142
-1,54,טירת יהודה,663,מועצה אזורית,מרכז,חבל מודיעין,5525,2,5,76,3,9,60,10,83,102,9,3,0,58,83,17.781670970570264,3.036834957151848,202308,7392.479069699295906,3036834.957151847891510
-1,73,כפר דניאל,707,מועצה אזורית,מרכז,חבל מודיעין,5525,3,10,143,8,21,122,11,156,168,3,14,1,104,137,21.205755235844205,3.442461689674117,202308,10927.681144318512452,3442461.689674117136747
-1,130,כפר טרומן,673,מועצה אזורית,מרכז,חבל מודיעין,5525,0,9,180,5,10,149,26,189,263,16,12,5,161,219,41.457912705644361,3.135710206228036,202308,9303.459298850108098,3135710.206228035967797
-1,2,כפר רות,1166,מועצה אזורית,מרכז,חבל מודיעין,5525,0,0,4,0,0,4,0,4,4,0,0,0,4,4,1.347861902295102,1.483831538375301,202308,5049.104037813375726,1483831.538375300588086
-1,19,לפיד,1310,מועצה אזורית,מרכז,חבל מודיעין,5525,0,0,23,0,0,22,0,23,38,0,2,0,24,31,43.022368770320028,0.441630727062792,202308,3220.208722066039627,441630.727062792226207
-1,80,מבוא מודיעים,1141,מועצה אזורית,מרכז,חבל מודיעין,5525,4,5,104,0,10,94,6,113,146,9,6,0,90,120,33.320360482263020,2.400934408935501,202308,11049.134983136236769,2400934.408935501240194
-1,23,מזור,606,מועצה אזורית,מרכז,חבל מודיעין,5525,1,4,32,1,2,25,5,37,43,3,2,0,19,28,7.485686705995017,3.072530404135152,202308,10795.668060389942184,3072530.404135151766241
-1,9,נופך,257,מועצה אזורית,מרכז,חבל מודיעין,5525,0,1,13,0,0,12,1,14,15,4,0,0,8,13,44.738103511799729,0.201170798347012,202308,2056.354910403481426,201170.798347011703299
-1,51,נחלים,449,מועצה אזורית,מרכז,חבל מודיעין,5525,3,4,57,6,10,43,9,64,92,9,2,1,47,72,16.597986998610921,3.072661763397464,202308,7478.207652241049800,3072661.763397463597357
-1,11,רנתיה,616,מועצה אזורית,מרכז,חבל מודיעין,5525,0,0,13,1,0,13,0,13,20,3,4,0,9,16,4.597340063597254,2.392687912538907,202308,7402.220682738980940,2392687.912538907025009
-1,1048,שטח כללי,5525,מועצה אזורית,מרכז,חבל מודיעין,5525,15,60,1497,23,146,1266,103,1572,2136,83,109,9,1251,1735,15.459517455243574,67.789955477849560,202308,116099.072091723282938,67789955.477849557995796
-1,37,שילת,1165,מועצה אזורית,מרכז,חבל מודיעין,5525,0,3,39,7,5,31,1,42,63,3,4,1,36,51,35.672715128611749,1.037207284800244,202308,4464.589601935884275,1037207.284800244495273
-1,3603,חדרה,6500,עירייה,חיפה,חדרה,6500,14,146,4873,465,743,3681,545,5033,6609,299,161,161,3642,5080,64.024714903980410,56.275143206861856,202308,42134.580691298906459,56275143.206861853599548
-1,6078,חולון,6600,עירייה,תל אביב,חולון,6600,30,229,6993,752,772,5256,987,7252,10907,1272,250,259,5346,8634,319.199403187624966,19.041388985390302,202308,22951.778050402488589,19041388.985390301793814
-1,20,באר גנים,1376,מועצה אזורית,דרום,חוף אשקלון,5536,2,2,27,2,10,18,0,31,30,2,0,0,21,27,16.237109177113737,1.231746352250318,202308,5049.969749263749691,1231746.352250317577273
-1,29,בית שקמה,747,מועצה אזורית,דרום,חוף אשקלון,5536,0,2,37,1,6,26,1,39,47,2,1,1,24,37,5.947601731732360,4.875914916305796,202308,11612.778382183989379,4875914.916305796243250
-1,55,ברכיה,746,מועצה אזורית,דרום,חוף אשקלון,5536,1,10,96,4,31,71,5,107,116,2,4,1,70,95,15.557743174335741,3.535217118812498,202308,11281.000309762539473,3535217.118812497705221
-1,11,בת הדר,1323,מועצה אזורית,דרום,חוף אשקלון,5536,0,0,12,3,1,10,1,12,17,0,0,0,11,12,41.265835722047008,0.266564333607402,202308,2460.565654663333589,266564.333607402339112
-1,4,גברעם,342,מועצה אזורית,דרום,חוף אשקלון,5536,0,1,9,0,0,5,1,10,5,0,1,1,1,5,0.476341041919399,8.397344860065271,202308,13033.354038625884641,8397344.860065270215273
-1,5,גיאה,706,מועצה אזורית,דרום,חוף אשקלון,5536,0,1,6,0,1,4,1,7,7,1,0,0,5,7,1.288233694992858,3.881283356765264,202308,10474.594360000523011,3881283.356765263713896
-1,56,הודיה,726,מועצה אזורית,דרום,חוף אשקלון,5536,2,5,79,2,8,60,14,86,110,0,6,0,79,102,16.441768062331406,3.405959735455563,202308,10411.480278780913068,3405959.735455563291907
-1,10,זיקים,584,מועצה אזורית,דרום,חוף אשקלון,5536,0,0,14,2,1,12,0,14,17,1,1,0,11,16,5.174765278984514,1.932454799565785,202308,7499.652948272692811,1932454.799565784633160
-1,7,חלץ,820,מועצה אזורית,דרום,חוף אשקלון,5536,0,0,11,0,3,7,1,11,12,0,1,0,8,10,1.915002281782749,3.655348124955460,202308,7987.628459727614427,3655348.124955460429192
-1,90,יד מרדכי,358,מועצה אזורית,דרום,חוף אשקלון,5536,1,5,174,4,51,105,18,180,179,3,10,0,109,148,15.604038847141352,5.767737499351838,202308,17483.670616309453180,5767737.499351838603616
-1,2,כוכב מיכאל,824,מועצה אזורית,דרום,חוף אשקלון,5536,0,0,5,0,4,1,0,5,3,0,0,0,1,2,0.343518729796362,5.822098845048711,202308,11624.198939379259173,5822098.845048710703850
-1,11,כרמיה,768,מועצה אזורית,דרום,חוף אשקלון,5536,0,1,16,3,4,12,0,17,19,0,4,0,10,18,2.987312471055219,3.682239506774606,202308,9274.196341668030072,3682239.506774605717510
-1,103,מבקיעים,573,מועצה אזורית,דרום,חוף אשקלון,5536,1,5,182,1,39,123,22,188,223,0,10,1,144,176,27.743669007188242,3.712558709279340,202308,11768.092799369953354,3712558.709279339760542
-1,16,משען,791,מועצה אזורית,דרום,חוף אשקלון,5536,0,4,14,2,0,13,5,18,25,0,3,0,10,16,4.160649865221333,3.845553103072481,202308,8766.020942115559592,3845553.103072481229901
-1,19,ניצן,351,מועצה אזורית,דרום,חוף אשקלון,5536,0,1,22,2,4,17,0,23,37,0,0,1,28,30,18.902204538592432,1.005173759558463,202308,5081.836493192651687,1005173.759558463003486
-1,3,ניצן א' אתר זמני,1419,מועצה אזורית,דרום,חוף אשקלון,5536,0,0,3,0,1,2,0,3,4,0,0,0,3,3,6.446378641170449,0.465377565760751,202308,3757.997086484965621,465377.565760750789195
-1,236,ניצנים,359,מועצה אזורית,דרום,חוף אשקלון,5536,1,7,344,0,46,278,19,352,485,7,23,0,319,406,39.133392827580515,6.030655226849419,202308,19340.008166029965651,6030655.226849419064820
-1,2,ניר ישראל,699,מועצה אזורית,דרום,חוף אשקלון,5536,0,0,2,0,0,2,0,2,3,1,0,0,1,3,0.583659633767683,3.426654653311298,202308,8983.704342198867380,3426654.653311298694462
-1,115,נתיב העשרה,1242,מועצה אזורית,דרום,חוף אשקלון,5536,1,2,140,1,12,100,8,143,228,2,4,0,49,73,19.484450121154119,5.902142441019949,202308,13404.801497050202670,5902142.441019948571920
-1,304,שטח כללי,5536,מועצה אזורית,דרום,חוף אשקלון,5536,5,16,491,4,66,397,44,512,594,15,26,2,369,482,2.901347278502081,104.778908148131194,202308,171011.962166734214406,104778908.148131191730499
-1,5,תלמי יפה,744,מועצה אזורית,דרום,חוף אשקלון,5536,0,0,5,1,0,5,0,5,8,0,1,0,5,6,0.994758667100174,5.026344746083513,202308,10729.555490938273579,5026344.746083512902260
